,name,state,level4,level3,level2,level1,Molecular Weight,logP,Water Solubility,logS,Bioavailability,pKa (strongest acidic),Refractivity,Number of Rings,H Bond Donor Count,Rotatable Bond Count,Polar Surface Area (PSA),pKa (strongest basic),Ghose Filter,Monoisotopic Weight,MDDR-Like Rule,Polarizability,H Bond Acceptor Count,Physiological Charge,Rule of Five
11558,Metopimazine,,A04AD,A04A,A04,A,445.6,2.04,0.019,-4.4,1.0,15.93,123.16,4.0,1.0,6.0,83.71,8.48,1.0,445.149384089,1.0,47.93,5.0,1.0,1.0
11560,Zolimidine,,A02BX,A02B,A02,A,272.32,1.63,0.0187,-4.2,1.0,19.68,74.7,3.0,0.0,2.0,51.44,5.64,1.0,272.061948808,0.0,28.78,3.0,0.0,1.0
11562,Oxycinchophen,,M01CA,M01C,M01,M,265.2634,3.94,0.0849,-3.5,1.0,3.36,73.98,3.0,2.0,2.0,70.42,1.72,1.0,265.073893223,0.0,27.36,4.0,-1.0,1.0
11563,Moroxydine,,J05AX,J05A,J05,J,171.204,-1.1,1.41,-2.1,1.0,19.16,65.72,1.0,4.0,0.0,98.22,11.85,0.0,171.112010059,0.0,17.22,6.0,2.0,1.0
11565,Difetarsone,,P01AR,P01A,P01,P,460.149,-0.24,0.167,-3.4,1.0,3.16,82.51,2.0,6.0,7.0,139.12,4.51,1.0,459.959676,0.0,37.89,8.0,-2.0,0.0
11566,Deltamethrin,,P03BA,P03B,P03,P,505.199,5.74,0.00125,-5.6,0.0,10.65,124.29,3.0,0.0,7.0,59.32,-3.7,0.0,502.973168773,1.0,42.76,2.0,0.0,0.0
11567,Oxiracetam,,N06BX,N06B,N06,N,158.157,-2.6,477.0,0.48,1.0,14.61,36.27,1.0,2.0,2.0,83.63,-2.8,0.0,158.06914219,0.0,14.76,3.0,0.0,1.0
11568,Promegestone,,G03DB,G03D,G03,G,326.48,4.66,0.00772,-4.6,1.0,19.0,97.94,4.0,0.0,2.0,34.14,-4.7,1.0,326.224580206,0.0,38.7,2.0,0.0,1.0
11571,Phenoperidine,,N01AH,N01A,N01,N,367.489,3.61,0.0384,-4.0,1.0,14.44,107.92,3.0,1.0,8.0,49.77,8.62,1.0,367.214743798,1.0,41.9,3.0,1.0,1.0
11572,Phenazocine,,N02AD,N02A,N02,N,321.464,4.08,0.00743,-4.6,1.0,9.96,100.05,4.0,1.0,3.0,23.47,10.86,1.0,321.209264493,0.0,37.92,2.0,1.0,1.0
11574,Tiocarlide,,J04AD,J04A,J04,J,400.58,6.92,0.000298,-6.1,1.0,12.62,123.81,2.0,2.0,10.0,42.52,-4.5,0.0,400.218449452,0.0,47.34,2.0,0.0,0.0
11575,Umifenovir,solid,J05AX,J05A,J05,J,477.42,3.75,0.00678,-4.8,1.0,6.01,124.41,3.0,1.0,8.0,54.7,9.87,1.0,476.076927,1.0,48.17,3.0,0.0,1.0
11576,Flumedroxone,,N02CB,N02C,N02,N,398.466,3.97,0.00796,-4.7,1.0,12.38,99.51,4.0,1.0,2.0,54.37,-3.8,1.0,398.206879283,0.0,40.24,3.0,0.0,1.0
11578,Carbaspirin calcium,,N02BA,N02B,N02,N,458.436,1.24,0.00848,-4.7,1.0,3.41,55.28,2.0,0.0,6.0,66.43,-7.1,1.0,458.0638211,0.0,16.51,3.0,-1.0,1.0
11579,Ticlatone,,D01AE,D01A,D01,D,185.63,1.96,0.734,-2.4,1.0,9.34,44.31,2.0,1.0,0.0,29.1,-8.5,0.0,184.9702126,0.0,16.81,1.0,0.0,1.0
11581,Mifamurtide,solid,L03AX,L03A,L03,L,1277.515,5.57,0.00132,-6.0,0.0,1.9,314.96,0.0,9.0,58.0,386.77,-3.5,0.0,1276.74102124,0.0,139.44,15.0,-1.0,0.0
11582,Melagatran,,B01AE,B01A,B01,B,429.5126,-1.3,0.117,-3.6,1.0,3.2,125.7,3.0,5.0,9.0,148.61,11.48,0.0,429.237604505,1.0,46.84,7.0,1.0,1.0
11583,Clorexolone,,C03BA,C03B,C03,C,328.81,2.03,0.0803,-3.6,1.0,8.85,81.46,3.0,1.0,2.0,80.47,-1.2,1.0,328.0648413,0.0,33.36,3.0,0.0,1.0
11586,Potassium gluconate,solid,A12BA,A12B,A12,A,234.245,-3.4,833.0,0.55,1.0,3.39,49.11,0.0,5.0,5.0,141.28,-3.0,0.0,234.01418418,0.0,16.62,7.0,-1.0,1.0
11587,Tetragalacturonic acid hydroxymethylester,,B02BC,B02B,B02,B,842.615,-8.7,122.0,-0.84,0.0,11.18,156.12,4.0,14.0,18.0,453.03,-3.7,0.0,842.181175332,1.0,72.57,25.0,0.0,0.0
11588,Selenium (75Se) norcholesterol,,V09XX,V09X,V09,V,475.614,6.31,0.000337,-6.2,1.0,18.19,138.28,4.0,1.0,7.0,20.23,-1.4,0.0,475.293039737,1.0,54.58,2.0,0.0,0.0
11589,Fabomotizole,,N05BX,N05B,N05,N,307.41,2.31,0.178,-3.2,1.0,10.79,85.71,3.0,1.0,6.0,50.38,6.67,1.0,307.135448102,1.0,34.94,4.0,0.0,1.0
11591,Carbuterol,,R03CC,R03C,R03,R,267.329,-0.45,0.858,-2.5,1.0,8.53,74.59,1.0,5.0,5.0,107.61,9.78,0.0,267.158291548,0.0,28.95,4.0,1.0,1.0
11592,Aluminium glycinate,,A02AB,A02A,A02,A,153.07,-3.4,30.6,-0.64,1.0,2.31,26.84,0.0,1.0,1.0,66.15,9.24,0.0,153.0217859,0.0,6.25,3.0,0.0,1.0
11593,Oxolinic acid,,J01MB,J01M,J01,J,261.2301,1.35,1.91,-2.1,1.0,5.39,65.84,3.0,1.0,2.0,76.07,-4.3,1.0,261.063722467,0.0,25.52,6.0,-1.0,1.0
11594,Ethyl hydroxybenzoate,,D01AE,D01A,D01,D,166.1739,2.03,2.49,-1.8,1.0,8.5,44.81,1.0,1.0,3.0,46.53,-6.1,1.0,166.062994186,0.0,17.23,2.0,0.0,1.0
11597,Methoserpidine,,C02AA,C02A,C02,C,608.688,3.53,0.0113,-4.7,1.0,16.65,161.42,6.0,1.0,10.0,117.78,7.03,0.0,608.273380876,1.0,66.18,8.0,1.0,0.0
11598,Protiofate,,G01AX,G01A,G01,G,288.31,4.48,0.27,-3.0,1.0,6.29,69.29,1.0,2.0,8.0,93.06,-4.5,1.0,288.066759409,0.0,29.71,4.0,-1.0,1.0
11601,Tiracizine,,C01EB,C01E,C01,C,367.449,3.4,0.0501,-3.9,1.0,13.05,106.76,3.0,1.0,5.0,61.88,7.11,1.0,367.189591677,0.0,40.26,4.0,1.0,1.0
11604,Cefbuperazone,,J01DC,J01D,J01,J,627.65,-2.0,1.11,-2.8,0.0,3.37,159.47,4.0,4.0,10.0,229.49,-1.5,0.0,627.152965898,1.0,60.39,12.0,-1.0,0.0
11605,Ferrous tartrate,,B03AA,B03A,B03,B,203.915,-1.8,94.8,-0.43,1.0,2.72,47.89,0.0,2.0,3.0,120.72,-4.3,0.0,203.935724,0.0,10.83,6.0,-2.0,1.0
11606,Acetoxolone,,A02BX,A02B,A02,A,512.731,6.47,0.000555,-6.0,0.0,4.44,143.42,5.0,1.0,3.0,80.67,-5.1,0.0,512.350174646,0.0,59.68,4.0,-1.0,0.0
11607,Metisazone,,J05AA,J05A,J05,J,234.28,0.8,0.248,-3.0,1.0,11.49,65.18,2.0,2.0,1.0,70.72,-1.3,1.0,234.057532132,0.0,23.97,2.0,0.0,1.0
11608,Pridinol,,M03BX,M03B,M03,M,295.426,3.7,0.0192,-4.2,1.0,13.36,92.27,3.0,1.0,5.0,23.47,9.34,1.0,295.193614429,0.0,34.68,2.0,1.0,1.0
11609,Loprazolam,,N05CD,N05C,N05,N,464.904,2.68,0.0917,-3.7,1.0,19.13,126.87,5.0,0.0,3.0,97.33,7.66,1.0,464.136366275,0.0,47.92,7.0,1.0,1.0
11610,Methylthiouracil,,H03BA,H03B,H03,H,142.18,0.24,1.9,-1.9,1.0,8.09,39.78,1.0,2.0,0.0,41.13,-3.2,0.0,142.020083995,0.0,13.76,1.0,0.0,1.0
11611,Ethacizine,,C01BC,C01B,C01,C,413.54,4.0,0.00945,-4.6,1.0,12.9,119.3,3.0,1.0,8.0,61.88,9.7,1.0,413.177312915,1.0,44.86,4.0,1.0,1.0
11614,Alcuronium,,M03AA,M03A,M03,M,666.909,-4.3,0.000244,-6.5,1.0,15.3,226.64,11.0,2.0,6.0,46.94,1.52,0.0,666.392279706,1.0,75.98,4.0,2.0,0.0
11616,Aloglutamol,,A02AB,A02A,A02,A,377.2786,-4.3,49.7,-0.71,1.0,11.68,42.47,0.0,7.0,10.0,167.91,-2.8,0.0,377.111388678,0.0,21.74,8.0,0.0,0.0
11617,Lorajmine,,C01BA,C01B,C01,C,402.92,2.83,0.438,-3.0,1.0,13.33,106.47,6.0,1.0,4.0,53.01,7.27,1.0,402.1710204,0.0,42.62,4.0,1.0,1.0
11623,Benorilate,,N02BA,N02B,N02,N,313.309,2.48,0.0141,-4.4,1.0,14.66,83.86,2.0,1.0,6.0,81.7,-4.4,1.0,313.095022587,0.0,31.93,3.0,0.0,1.0
11625,Tenonitrozole,,P01AX,P01A,P01,P,255.27,2.43,0.21,-3.1,1.0,10.08,59.65,2.0,1.0,3.0,87.81,-4.2,1.0,254.977233381,0.0,22.93,4.0,0.0,1.0
11626,Propicillin,,J01CE,J01C,J01,J,378.44,1.85,0.22,-3.2,1.0,3.39,94.79,3.0,2.0,6.0,95.94,-4.9,1.0,378.12494299,1.0,38.06,5.0,-1.0,1.0
11627,Niridazole,,P02BX,P02B,P02,P,214.2,0.24,2.21,-2.0,1.0,15.52,45.8,2.0,1.0,2.0,88.37,-4.4,1.0,214.016061243,0.0,18.6,4.0,0.0,1.0
11630,Formocortal,,S01BA,S01B,S01,S,569.06,2.07,0.00875,-4.8,1.0,13.64,141.36,5.0,1.0,8.0,108.36,-3.4,0.0,568.223924,1.0,58.69,7.0,0.0,0.0
11631,Fluanisone,,N05AD,N05A,N05,N,356.441,3.67,0.091,-3.6,1.0,16.4,102.57,3.0,0.0,7.0,32.78,7.18,1.0,356.190006216,1.0,38.76,4.0,1.0,1.0
11632,Tiemonium iodide,,A03AB,A03A,A03,A,445.36,-1.6,0.00124,-5.6,1.0,12.82,102.01,3.0,1.0,5.0,29.46,-3.8,0.0,445.05725,0.0,35.08,2.0,1.0,1.0
11633,Cefozopran,,J01DE,J01D,J01,J,515.52,-4.3,0.024,-4.4,1.0,2.74,147.37,5.0,2.0,7.0,184.11,0.074,0.0,515.079407031,1.0,47.59,10.0,0.0,0.0
11636,Oxantel,,P02CC,P02C,P02,P,216.284,1.28,0.659,-2.5,1.0,9.39,66.9,2.0,1.0,2.0,35.83,10.9,1.0,216.126263143,0.0,24.63,3.0,1.0,1.0
11638,Dimethylaminopropionylphenothiazine,,A03AC,A03A,A03,A,298.4,3.41,0.0303,-4.0,1.0,17.21,88.36,3.0,0.0,2.0,23.55,7.31,1.0,298.113984382,0.0,32.1,2.0,1.0,1.0
11639,Bekanamycin,,J01GB,J01G,J01,J,483.5139,-7.2,75.9,-0.8,0.0,12.49,107.79,3.0,11.0,6.0,288.4,9.56,0.0,483.254042429,1.0,47.72,15.0,5.0,0.0
11640,Cridanimod,,L03AX,L03A,L03,L,253.2527,2.6,0.197,-3.1,1.0,3.68,70.04,3.0,1.0,2.0,57.61,-3.2,1.0,253.073893223,0.0,25.57,4.0,-1.0,1.0
11641,Metahexamide,,A10BB,A10B,A10,A,311.4,1.94,0.228,-3.1,1.0,4.32,82.11,2.0,3.0,2.0,101.29,2.21,1.0,311.130362722,0.0,32.51,4.0,-1.0,1.0
11642,Mosapramine,,N05AX,N05A,N05,N,479.07,4.81,0.0179,-4.4,1.0,11.7,138.73,6.0,1.0,4.0,38.82,8.65,0.0,478.2499395,0.0,53.79,4.0,1.0,1.0
11643,Carboquone,,L01AC,L01A,L01,L,321.333,-0.37,16.4,-1.3,1.0,15.21,83.51,3.0,1.0,7.0,101.71,-4.2,1.0,321.132470724,1.0,32.12,6.0,0.0,1.0
11646,Naftazone,,C05CX,C05C,C05,C,215.212,1.3,0.31,-2.8,1.0,11.64,59.76,2.0,2.0,1.0,84.55,-1.2,1.0,215.069476542,0.0,21.2,3.0,0.0,1.0
11647,Butalamine,,C04AX,C04A,C04,C,316.449,4.92,0.0705,-3.6,1.0,11.54,107.52,2.0,1.0,11.0,54.19,8.24,1.0,316.226311538,0.0,38.73,4.0,1.0,1.0
11648,Cefpirome,,J01DE,J01D,J01,J,514.577,-4.0,0.00721,-4.9,1.0,2.67,141.3,5.0,2.0,7.0,153.92,3.54,0.0,514.109309224,1.0,50.94,8.0,0.0,0.0
11651,Quingestanol,,G03AC,G03A,G03,G,366.545,4.32,0.00211,-5.2,1.0,17.59,111.13,5.0,1.0,2.0,29.46,-1.7,1.0,366.255880335,0.0,43.67,2.0,0.0,1.0
11652,Clometocillin,,J01CE,J01C,J01,J,433.3,2.22,0.0282,-4.2,1.0,3.26,100.23,3.0,2.0,5.0,95.94,-4.2,1.0,432.0313483,0.0,40.62,5.0,-1.0,1.0
11653,Niaprazine,,N05CM,N05C,N05,N,356.445,2.21,0.171,-3.3,1.0,13.95,101.94,3.0,1.0,6.0,48.47,7.9,1.0,356.201239604,1.0,38.7,4.0,1.0,1.0
11655,Tacalcitol,,D05AX,D05A,D05,D,416.646,4.51,0.0105,-4.6,1.0,14.39,126.29,3.0,3.0,6.0,60.69,-1.1,0.0,416.329045277,1.0,51.11,3.0,0.0,1.0
11657,Acetyldigoxin,,C01AA,C01A,C01,C,822.986,2.81,0.0674,-4.1,0.0,7.15,202.38,8.0,5.0,9.0,209.13,-3.0,0.0,822.440171425,1.0,88.76,13.0,0.0,0.0
11658,Tretoquinol,,R03CC,R03C,R03,R,345.395,2.24,0.0986,-3.5,1.0,9.53,95.0,3.0,3.0,5.0,80.18,8.52,1.0,345.157622845,0.0,37.16,6.0,1.0,1.0
11659,Sulbenicillin,,J01CA,J01C,J01,J,414.45,0.38,0.741,-2.8,1.0,-1.1,94.51,3.0,3.0,5.0,141.08,-6.4,1.0,414.055543276,0.0,38.13,7.0,-2.0,1.0
11661,Penthienate,,A03AB,A03A,A03,A,340.5,-0.73,0.00162,-5.4,1.0,11.18,104.9,2.0,1.0,9.0,46.53,-4.5,0.0,340.194091424,0.0,38.73,2.0,1.0,1.0
11662,Bromochlorosalicylanilide,,D01AE,D01A,D01,D,326.57,4.13,0.0168,-4.3,1.0,7.49,76.0,2.0,2.0,2.0,49.33,-4.3,1.0,324.950519,0.0,27.4,2.0,0.0,1.0
11663,Ambazone,,R02AA,R02A,R02,R,237.29,0.29,0.0951,-3.4,1.0,11.64,89.43,1.0,5.0,2.0,124.67,8.07,1.0,237.079664556,0.0,24.14,5.0,1.0,1.0
11665,Sulfathiourea,,J01EB,J01E,J01,J,231.29,0.3,0.344,-2.8,1.0,6.13,59.15,1.0,3.0,1.0,98.21,2.25,1.0,231.01361889,0.0,21.75,3.0,-1.0,1.0
11667,Ioglicic acid,,V08AA,V08A,V08,V,670.968,1.62,0.102,-3.8,1.0,2.13,115.04,1.0,4.0,5.0,124.6,-2.2,0.0,670.79111,0.0,43.85,5.0,-1.0,0.0
11668,Tibezonium iodide,,A01AB,A01A,A01,A,601.61,3.17,1.28e-05,-7.7,1.0,9.79,161.62,4.0,0.0,9.0,24.72,2.1,0.0,601.10824,1.0,56.27,2.0,1.0,0.0
11669,Gepefrine,,C01CA,C01C,C01,C,151.209,0.97,3.44,-1.6,1.0,10.36,45.69,1.0,2.0,2.0,46.25,9.71,0.0,151.099714043,0.0,17.0,2.0,1.0,1.0
11672,Eosin,,D08AX,D08A,D08,D,691.859,5.99,0.00126,-5.7,0.0,3.39,155.26,4.0,0.0,1.0,89.49,1.98,0.0,687.674414,0.0,46.14,5.0,-2.0,0.0
11673,Sodium tartrate,solid,A06AD,A06A,A06,A,194.05,-1.8,779.0,0.6,1.0,2.72,47.89,0.0,2.0,3.0,120.72,-4.3,0.0,193.98032641,0.0,10.83,6.0,-2.0,1.0
11674,Fenquizone,,C03BA,C03B,C03,C,337.78,2.26,0.102,-3.5,1.0,9.53,84.57,3.0,3.0,2.0,101.29,-1.9,1.0,337.0287901,0.0,32.36,4.0,0.0,1.0
11676,Metenolone,,A14AA,A14A,A14,A,302.451,3.65,0.022,-4.1,1.0,19.38,88.98,4.0,1.0,0.0,37.3,-0.88,1.0,302.224580204,0.0,35.88,2.0,0.0,1.0
11677,Tritoqualine,,R06AX,R06A,R06,R,500.548,3.31,0.204,-3.4,1.0,13.29,132.49,5.0,1.0,8.0,110.94,7.06,0.0,500.215865998,1.0,52.8,9.0,1.0,0.0
11679,Quifenadine,,R06AX,R06A,R06,R,293.41,3.12,0.0553,-3.7,1.0,13.17,90.23,4.0,1.0,3.0,23.47,9.0,1.0,293.177964365,0.0,33.21,2.0,1.0,1.0
11680,Xibornol,,J01XX,J01X,J01,J,258.405,5.36,0.00348,-4.9,1.0,10.86,80.51,3.0,1.0,1.0,20.23,-5.2,1.0,258.198365457,0.0,31.33,1.0,0.0,0.0
11684,Hydroquinine,,M09AA,M09A,M09,M,326.44,2.82,0.312,-3.0,1.0,13.89,94.65,4.0,1.0,4.0,45.59,9.18,1.0,326.199428085,0.0,36.79,4.0,1.0,1.0
11687,Cypermethrin,,P03BA,P03B,P03,P,416.297,5.44,0.000864,-5.7,1.0,10.65,119.09,3.0,0.0,7.0,59.32,-3.7,1.0,415.074198893,1.0,41.08,2.0,0.0,0.0
11688,Pirprofen,,M01AE,M01A,M01,M,251.71,3.22,1.21,-2.3,1.0,4.25,69.52,2.0,1.0,3.0,40.54,-1.2,1.0,251.0713064,0.0,25.98,3.0,-1.0,1.0
11692,Sulfaguanidine,,A07AB,A07A,A07,A,214.24,-0.52,0.805,-2.4,1.0,10.53,63.75,1.0,4.0,1.0,122.06,7.72,0.0,214.052446752,0.0,20.38,5.0,1.0,1.0
11694,Halometasone,,D07AC,D07A,D07,D,444.9,1.73,0.0356,-4.1,1.0,12.42,107.11,4.0,3.0,2.0,94.83,-3.3,1.0,444.151508,0.0,43.35,5.0,0.0,1.0
11695,Camostat,solid,B02AB,B02A,B02,B,398.4125,1.51,0.0626,-3.8,1.0,19.54,117.77,2.0,3.0,9.0,134.81,8.54,1.0,398.159019834,0.0,41.92,6.0,1.0,1.0
11696,Nifurtoinol,,J01XE,J01X,J01,J,268.185,-0.58,0.544,-2.7,1.0,11.84,58.11,2.0,1.0,4.0,129.49,-2.2,0.0,268.044383994,0.0,23.68,6.0,0.0,1.0
11698,Meglumine antimoniate,,P01CB,P01C,P01,P,365.98,-3.4,240.0,0.09,1.0,12.65,44.84,0.0,6.0,6.0,113.18,9.11,0.0,365.00705,0.0,19.52,6.0,1.0,0.0
11699,Methylpentynol,,N05CX,N05C,N05,N,98.145,0.93,0.632,-2.2,1.0,15.82,29.42,0.0,1.0,1.0,20.23,-2.4,0.0,98.073164942,0.0,11.39,1.0,0.0,1.0
11705,Penamecillin,,J01CE,J01C,J01,J,406.45,1.09,0.0867,-3.7,1.0,11.85,99.55,3.0,1.0,8.0,102.01,-2.8,1.0,406.11985761,1.0,41.56,4.0,0.0,1.0
11706,Bemegride,,R07AB,R07A,R07,R,155.197,0.48,24.9,-0.79,1.0,11.8,40.51,1.0,1.0,1.0,46.17,-5.9,0.0,155.094628663,0.0,16.22,2.0,0.0,1.0
11707,Ioglycamic acid,,V08AC,V08A,V08,V,1127.712,6.84,0.00591,-5.3,0.0,2.02,176.42,2.0,4.0,8.0,142.03,-4.2,0.0,1127.47562,0.0,64.58,7.0,-2.0,0.0
11710,Piromidic acid,,J01MB,J01M,J01,J,288.307,1.59,1.21,-2.4,1.0,5.61,78.97,3.0,1.0,3.0,86.63,3.03,1.0,288.122240391,0.0,29.78,7.0,-1.0,1.0
11712,Bioallethrin,liquid,P03AC,P03A,P03,P,302.414,4.06,4.6,,1.0,19.47,88.71,2.0,0.0,6.0,43.37,-5.9,1.0,302.188194697,0.0,34.56,2.0,0.0,1.0
11713,Trolamine,liquid,D03AX,D03A,D03,D,149.1882,-1.9,497.0,0.52,1.0,15.12,38.86,0.0,3.0,6.0,63.93,8.44,0.0,149.105193351,0.0,16.38,4.0,1.0,1.0
11714,Tidiacic arginine,,A05BA,A05B,A05,A,351.38,-3.2,20.6,-0.93,1.0,2.41,53.92,1.0,5.0,7.0,125.22,12.41,0.0,351.12125459,0.0,17.79,6.0,1.0,1.0
11715,Magnesium gluconate,solid,A12CC,A12C,A12,A,450.629,-3.4,43.2,-0.98,1.0,3.39,49.11,0.0,5.0,10.0,141.28,-3.0,0.0,450.10712646,0.0,16.62,7.0,-1.0,1.0
11716,Obidoxime,,V03AB,V03A,V03,V,288.3018,-6.9,0.00106,-5.5,1.0,7.51,79.62,2.0,2.0,6.0,82.17,1.05,0.0,288.122240398,0.0,30.47,5.0,2.0,1.0
11717,Glycyrrhizic acid,solid,A05BA,A05B,A05,A,822.942,3.13,0.0545,-4.2,0.0,2.96,198.83,7.0,8.0,7.0,267.04,-3.7,0.0,822.403785916,1.0,86.31,16.0,-3.0,0.0
11720,Mephenoxalone,,N05BX,N05B,N05,N,223.228,1.19,4.93,-1.7,1.0,12.68,55.7,2.0,1.0,4.0,56.79,-4.6,1.0,223.084457903,0.0,22.22,3.0,0.0,1.0
11721,Iocarmic acid,,V08AA,V08A,V08,V,1253.871,6.4,0.00907,-5.1,0.0,1.83,211.93,2.0,6.0,11.0,191.0,-1.4,0.0,1253.55493,0.0,82.3,8.0,-2.0,0.0
11722,Peruvoside,,C01AX,C01A,C01,C,548.673,2.02,0.0791,-3.8,1.0,7.18,140.05,6.0,3.0,5.0,131.75,0.27,0.0,548.298532997,0.0,58.9,8.0,0.0,0.0
11723,Epanolol,,C07AB,C07A,C07,C,369.421,0.91,0.0613,-3.8,1.0,9.58,101.03,2.0,4.0,10.0,114.61,8.71,1.0,369.168856233,0.0,39.5,6.0,1.0,1.0
11725,Fenpiverinium,,A03AB,A03A,A03,A,337.486,-0.56,2.66e-05,-7.2,1.0,16.19,114.55,3.0,1.0,6.0,43.09,-3.3,0.0,337.227439982,1.0,38.92,1.0,1.0,1.0
11728,Dexrabeprazole,,A02BC,A02B,A02,A,359.443,2.09,0.336,-3.0,1.0,9.35,98.07,3.0,1.0,8.0,77.1,4.24,1.0,359.130362243,1.0,39.48,5.0,0.0,1.0
11729,Aurotioprol,,M01CB,M01C,M01,M,390.15,-1.0,21.3,-1.3,1.0,-1.1,34.71,0.0,1.0,3.0,77.43,-3.2,0.0,389.927089,0.0,14.44,4.0,-1.0,1.0
11730,Monoxerutin,,C05CA,C05C,C05,C,654.574,-1.4,2.68,-2.4,0.0,7.13,150.92,5.0,10.0,9.0,274.75,-3.6,0.0,654.179599635,1.0,62.71,17.0,0.0,0.0
11732,Lidoflazine,,C08EX,C08E,C08,C,491.627,6.58,0.000887,-5.7,1.0,13.78,144.13,4.0,1.0,9.0,35.58,7.76,0.0,491.274819085,1.0,54.75,3.0,1.0,0.0
11734,Domiodol,,R05CB,R05C,R05,R,244.028,0.5,17.3,-1.2,1.0,14.6,40.63,1.0,1.0,2.0,38.69,-3.0,0.0,243.95964,0.0,16.88,3.0,0.0,1.0
11737,Ferric sodium citrate,,B03AB,B03A,B03,B,266.926,-1.3,1.48,-2.4,1.0,3.05,78.69,0.0,0.0,5.0,143.45,-4.2,0.0,266.920408,0.0,13.97,7.0,-3.0,1.0
11738,Rufloxacin,,J01MA,J01M,J01,J,363.407,0.3,0.96,-2.6,1.0,5.33,97.02,4.0,1.0,2.0,64.09,6.57,1.0,363.105290352,0.0,36.42,6.0,-1.0,1.0
11739,Sulfamethoxypyridazine,,J01ED,J01E,J01,J,280.3,0.47,0.325,-2.9,1.0,6.84,72.39,2.0,2.0,3.0,107.2,2.02,1.0,280.063011436,0.0,26.19,6.0,-1.0,1.0
11741,Tertatolol,,C07AA,C07A,C07,C,295.44,2.88,0.0221,-4.1,1.0,14.09,85.73,2.0,2.0,6.0,41.49,9.76,1.0,295.160599739,0.0,34.15,3.0,1.0,1.0
11742,Ibacitabine,,D06BB,D06B,D06,D,353.116,-0.91,3.31,-2.0,1.0,13.89,66.38,2.0,3.0,2.0,108.38,-2.0,0.0,352.98725,0.0,26.76,6.0,0.0,1.0
11743,Prenalterol,,C01CA,C01C,C01,C,225.288,0.8,2.61,-1.9,1.0,10.11,62.36,1.0,3.0,6.0,61.72,9.47,1.0,225.136493476,0.0,25.38,4.0,1.0,1.0
11744,Cefazedone,,J01DB,J01D,J01,J,548.43,1.11,0.0078,-4.8,1.0,3.19,128.82,4.0,2.0,7.0,132.8,0.24,0.0,546.9612375,1.0,49.55,8.0,-1.0,0.0
11746,Aluminium clofibrate,,C10AB,C10A,C10,C,471.26,2.9,0.000616,-5.9,1.0,3.37,63.45,2.0,0.0,6.0,49.36,-4.9,1.0,470.0479719,0.0,20.37,3.0,-1.0,1.0
11747,Xamoterol,,C01CX,C01C,C01,C,339.392,-0.82,3.46,-2.0,1.0,9.95,88.13,2.0,4.0,8.0,103.29,8.76,0.0,339.179420917,0.0,36.82,6.0,1.0,1.0
11749,Acemetacin,solid,M01AB,M01A,M01,M,415.83,3.15,0.00229,-5.3,1.0,3.26,105.66,3.0,1.0,7.0,94.83,-2.3,1.0,415.082265,1.0,41.23,5.0,-1.0,1.0
11750,Dixyrazine,,N05AB,N05A,N05,N,427.61,3.52,0.0327,-4.1,1.0,15.12,126.75,4.0,1.0,9.0,39.18,7.87,1.0,427.229348489,1.0,49.06,5.0,1.0,1.0
11751,Dropropizine,,R05DB,R05D,R05,R,236.315,0.61,97.1,-0.39,1.0,14.0,68.79,2.0,2.0,4.0,46.94,7.65,1.0,236.152477892,0.0,26.77,4.0,1.0,1.0
11752,Magnesium orotate,,A12CC,A12C,A12,A,334.483,-1.2,0.0526,-3.8,1.0,2.83,44.11,2.0,2.0,2.0,98.33,-6.0,0.0,334.00360487,0.0,12.01,4.0,-1.0,1.0
11755,Aluminium acetotartrate,,S02AA,S02A,S02,S,234.096,-1.8,90.8,-0.41,1.0,2.72,47.89,0.0,2.0,3.0,120.72,-4.3,0.0,233.9956307,0.0,10.83,6.0,-2.0,1.0
11756,Fipexide,,N06BX,N06B,N06,N,388.85,2.73,0.167,-3.4,1.0,16.56,101.46,4.0,0.0,5.0,51.24,6.09,1.0,388.1189849,0.0,40.49,5.0,0.0,1.0
11757,Penfluridol,,N05AG,N05A,N05,N,523.97,7.25,0.000747,-5.8,0.0,13.9,132.64,4.0,1.0,8.0,23.47,8.96,0.0,523.170133,1.0,50.67,2.0,1.0,0.0
11758,Clopamide,,C03BB,C03B,C03,C,345.84,1.59,0.139,-3.4,1.0,8.85,86.17,2.0,2.0,3.0,92.5,1.32,1.0,345.0913904,0.0,34.93,4.0,0.0,1.0
11759,Vinburnine,,C04AX,C04A,C04,C,294.398,2.74,0.175,-3.2,1.0,19.25,87.05,5.0,0.0,1.0,25.24,6.3,1.0,294.173213336,0.0,33.67,2.0,0.0,1.0
11761,Brodimoprim,,J01EA,J01E,J01,J,339.193,2.21,0.338,-3.0,1.0,17.33,82.67,2.0,2.0,4.0,96.28,7.16,1.0,338.037839,0.0,29.97,6.0,1.0,1.0
11763,Iodocholesterol (131I),,V09XA,V09X,V09,V,516.562,7.8,3.97e-05,-7.1,0.0,18.2,133.67,4.0,1.0,6.0,20.23,-1.4,0.0,516.253165237,1.0,55.14,1.0,0.0,0.0
11764,Demoxytocin,,H01BB,H01B,H01,H,992.18,-3.8,0.0427,-4.4,0.0,9.5,249.01,3.0,11.0,17.0,373.51,-6.0,0.0,991.425558925,1.0,100.81,12.0,0.0,0.0
